customerID,complaint,complaint_number
0807-ZABDG,"I canceled my service because of the poor quality, but I was still charged for the following month, even though I no longer have access to the services. I need a refund immediately.",2
7279-BUYWN,"The internet service has been consistently unreliable, with frequent breakdowns and slow speeds, despite paying a premium for fiber optic.",1
7279-BUYWN,"The streaming services often buffer or fail to load altogether, which is frustrating given the high monthly charges.",2
7279-BUYWN,"I have contacted customer support multiple times about the internet and streaming issues, but no resolution has been provided.",3
7279-BUYWN,The lack of tech support as part of my plan makes it difficult to troubleshoot the recurring problems on my own.,4
7279-BUYWN,"The billing process is confusing, and I feel the charges for the services I receive are not justified given the poor quality of service.",5
7780-OTDSO,"The internet service has been extremely unreliable, with constant disruptions while streaming TV and movies. Despite having Fiber optic, the quality and consistency are unacceptable, and no resolution has been provided.",1
5649-VUKMC,"The streaming services I signed up for, including TV and movies, often buffer or fail to load altogether. This has been a recurring problem, and it’s frustrating given the high monthly charges I’m paying.",1
5649-VUKMC,"When I reached out to customer support for help with my streaming issues, I was told there was no tech support available for my account. This lack of assistance is unacceptable, especially for a long-term customer.",2
5930-GBIWP,"The streaming movies service has frequent buffering issues, even though I pay for a reliable connection. It's frustrating when I can't enjoy a smooth viewing experience.",1
5930-GBIWP,"I have been a loyal customer for years, but I haven't seen any loyalty rewards or discounts for my long-term commitment. This feels unfair.",2
5930-GBIWP,"The customer support response times are too slow. When I reached out about the streaming issue, it took days to get a reply, which is unacceptable.",3
1982-FEBTD,"I am dissatisfied with the lack of internet service options available to me. Despite being a long-term customer, I feel limited in what I can access, and I would like to know if you plan to expand your offerings to include internet services.",1
6298-QDFNH,"The internet service has been consistently unreliable, with frequent slowdowns and outages despite paying a premium for fiber optic. This has been incredibly frustrating, and attempts to resolve the issue through customer service have not yielded any improvements.",1
3522-CDKHF,"The internet service has been inconsistent lately, with frequent slowdowns during peak hours. Despite having Fiber optic, I am not getting the speed I was promised, which is very frustrating.",1
9317-WZPGV,"The streaming movies service has constant buffering issues, making it impossible to watch anything properly. Despite paying a high monthly charge, the service quality is unacceptable and needs immediate attention.",1
